Ticker,Cotação,VARIAÇÃO (12M),P/L,P/VP,DY,carteira investidor 10,P/RECEITA (PSR),DIVIDEND YIELD ,PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / PATRIMÔNIO,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,data da cotação,CAGR LUCROS 5 ANOS
jbss3,"R$ 32,74","72,59%","18,08","1,57","6,28%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,19","6,28%","110,45%","1,06%","13,07%","3,68%","6,60%","6,21","11,14","2,92","5,23","0,33","2,28","-0,53","20,84","1,81","1,72","8,69%","8,76%","2,15%","1,78","3,29","5,91","2,24","0,21","0,77","1,62","13,04%",R$ 72.621.129.000,R$ 154.667.314.000,R$ 46.216.689.000, 2.218.116.000,R$ 219.563.850.000,R$ 83.020.033.000,R$ 103.463.631.000,R$ 82.046.185.000,R$ 21.417.446.000,Novo Mercado,"51,52%","100,00%",R$ 307.004.000,Consumo não Cíclico,Carnes e Derivados,14/10/2024,"-5,83%"
jfen3,"R$ 0,26","-89,12%","-0,39","0,43",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,56",-,-,"-143,85%","-23,78%","-119,37%","-118,20%","-1,97","-1,95","-0,48","-0,47","0,07","0,16","-0,37","0,60","-0,67","0,12","-111,04%","-36,84%","-17,48%","1,36","-1,50","-1,48","1,58","0,15","0,95","1,99","-14,45%",R$ 64.057.000,R$ 265.477.000,R$ 147.572.000, 246.374.000,R$ 961.139.000,R$ 787.399.000,R$ 232.619.000,R$ 201.420.000,R$ 31.199.000,Tradicional,"0,82%",-,R$ 1.699.000,Consumo Cíclico,Incorporações,14/10/2024,
jhsf3,"R$ 4,36","0,73%","5,40","0,58","7,30%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,93","7,30%","38,24%","35,75%","60,81%","65,51%","69,97%","5,20","5,55","2,76","2,95","0,25","1,47","-0,36","7,53","0,81","0,13","10,72%","8,91%","5,12%","0,51","2,44","2,60","0,75","0,43","0,54","2,16","19,23%",R$ 2.961.872.000,R$ 5.578.567.000,R$ 5.116.891.000, 679.328.000,R$ 11.970.125.000,R$ 3.755.466.000,R$ 3.848.215.000,R$ 2.616.695.000,R$ 1.231.520.000,Novo Mercado,"43,12%","100,00%",R$ 18.792.000,Consumo Cíclico,Incorporações,14/10/2024,"13,42%"
jopa3,"R$ 21,00","2,11%","7,11","0,29","2,06%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,10","2,06%","14,68%","1,42%","23,04%","7,04%","7,70%","0,99","1,08","1,31","1,43","0,10","0,23","-0,36","72,70","2,95","0,98","4,06%","9,07%","1,62%","-0,07","-0,33","-0,36","0,78","0,34","0,66","2,45","12,62%",R$ 224.066.000,R$ 167.546.000,R$ 769.371.000, 10.582.000,R$ 2.250.587.000,R$ 1.633.256.000,R$ 599.884.000,R$ -56.520.000,R$ 656.404.000,Tradicional,"28,68%",-,R$ 10.000,Consumo não Cíclico,Alimentos Diversos,02/10/2024,"14,52%"
jslg3,"R$ 7,67","-10,28%","8,43","1,21","4,20%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,26","4,20%","34,84%","3,11%","18,05%","14,53%","20,85%","4,69","6,73","1,26","1,80","0,17","1,12","-0,28","6,34","0,91","0,65","14,34%","11,80%","2,03%","3,30","3,43","4,92","4,68","0,14","0,86","1,68","0,90%",R$ 2.196.926.000,R$ 8.192.358.000,R$ 1.816.356.000, 286.431.000,R$ 12.823.073.000,R$ 4.837.969.000,R$ 8.504.574.000,R$ 5.995.432.000,R$ 2.509.142.000,Novo Mercado,"22,06%","100,00%",R$ 4.970.000,Bens Industriais,Transporte Rodoviário,14/10/2024,"-3,95%"
kepl3,"R$ 9,29","-8,64%","6,68","2,26","8,44%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,03","8,44%","57,14%","15,46%","29,93%","19,86%","22,23%","4,09","4,57","4,65","5,20","1,10","2,99","-3,52","4,11","1,39","1,06","33,83%","23,50%","16,45%","-0,27","-0,56","-0,63","0,42","0,49","0,51","2,15","22,60%",R$ 1.669.600.000,R$ 1.468.388.000,R$ 738.241.000, 179.720.000,R$ 1.518.049.000,R$ 1.044.113.000,R$ 312.230.000,R$ -201.212.000,R$ 513.442.000,Novo Mercado,"98,19%","100,00%",R$ 8.729.000,Bens Industriais,Máquinas e Equipamentos Industriais,14/10/2024,"46,06%"
klbn11,"R$ 20,17","-2,07%","15,54","2,65","6,22%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,36","6,22%","92,30%","8,77%","33,12%","19,15%","29,87%","8,81","13,75","4,57","7,12","0,43","1,98","-0,65","7,62","1,30","0,32","17,03%","6,55%","2,42%","2,46","4,24","6,61","3,83","0,16","0,80","2,85","12,22%",R$ 24.981.914.000,R$ 48.115.699.000,R$ 9.414.281.000, 6.179.682.000,R$ 57.495.041.000,R$ 19.389.513.000,R$ 36.093.765.000,R$ 23.133.785.000,R$ 12.959.980.000,Nível 2,"63,92%","100,00%",R$ 102.534.000,Materiais Básicos,Papel e Celulose,14/10/2024,"14,23%"
klbn3,"R$ 4,03","-2,67%","15,53","2,65","6,22%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,36","6,22%","92,30%","8,77%","33,12%","19,15%","29,87%","8,81","13,75","4,56","7,12","0,43","1,98","-0,65","1,52","0,26","0,32","17,03%","6,55%","2,42%","2,46","4,24","6,61","3,83","0,16","0,80","2,85","12,22%",R$ 24.981.914.000,R$ 48.115.699.000,R$ 9.414.281.000, 6.179.682.000,R$ 57.495.041.000,R$ 19.389.513.000,R$ 36.093.765.000,R$ 23.133.785.000,R$ 12.959.980.000,Nível 2,"63,92%","100,00%",R$ 1.093.000,Materiais Básicos,Papel e Celulose,14/10/2024,"14,23%"
klbn4,"R$ 4,05","-2,17%","15,61","2,66","6,22%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,37","6,22%","92,30%","8,77%","33,12%","19,15%","29,87%","8,81","13,75","4,58","7,15","0,44","1,99","-0,66","1,52","0,26","0,32","17,03%","6,55%","2,42%","2,46","4,24","6,61","3,83","0,16","0,80","2,85","12,22%",R$ 24.981.914.000,R$ 48.115.699.000,R$ 9.414.281.000, 6.179.682.000,R$ 57.495.041.000,R$ 19.389.513.000,R$ 36.093.765.000,R$ 23.133.785.000,R$ 12.959.980.000,Nível 2,"63,92%","100,00%",R$ 5.595.000,Materiais Básicos,Papel e Celulose,14/10/2024,"14,23%"
krsa3,"R$ 4,24","-53,91%","-0,27","0,04",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,01",-,-,"-5,24%","20,16%","13,39%","20,63%","5,54","8,54","0,07","0,11","0,01","0,06","-0,01","120,64","-15,52","0,48","-12,86%","7,87%","-2,37%","2,77","5,47","8,43","3,02","0,20","0,78","1,62",,R$ 32.789.000,R$ 2.618.382.000,R$ 932.963.000, 7.733.000,R$ 4.756.775.000,R$ 1.406.997.000,R$ 2.813.621.000,R$ 2.585.593.000,R$ 228.028.000,Nível 1,"20,15%","100,00%",R$ 143.000,Saúde,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",14/10/2024,
land3,"R$ 13,44","-33,33%","47,34","1,80","0,65%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","17,02","0,65%","30,62%","35,96%","93,29%","63,12%","67,98%","26,35","28,38","25,04","26,97","1,38","-27,85","-1,43","7,48","0,28","0,08","3,79%","4,89%","2,92%","0,09","1,31","1,41","0,12","0,77","0,23","0,40",,R$ 1.293.290.000,R$ 1.360.985.000,R$ 720.149.000, 96.226.000,R$ 935.269.000,R$ 30.788.000,R$ 89.375.000,R$ 67.695.000,R$ 21.680.000,Novo Mercado,"54,36%","100,00%",R$ 551.000,Consumo não Cíclico,Agricultura,14/10/2024,
lavv3,"R$ 8,12","26,50%","5,94","1,18","7,88%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,56","7,88%","46,73%","26,19%","33,37%","25,71%","25,86%","5,59","5,62","6,02","6,05","0,61","0,89","-3,68","6,90","1,37","0,39","19,81%","12,67%","10,77%","-0,08","-0,43","-0,43","0,36","0,52","0,41","5,61",,R$ 1.620.218.000,R$ 1.504.718.000,R$ 1.376.381.000, 199.534.000,R$ 2.658.599.000,R$ 2.218.289.000,R$ 495.145.000,R$ -115.500.000,R$ 610.645.000,Novo Mercado,"37,00%","100,00%",R$ 4.236.000,Consumo Cíclico,Incorporações,14/10/2024,
lcam3,"R$ 20,00","-17,18%","159,94","21,69",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","7,06",-,-,"4,41%","31,82%","23,75%","41,90%","19,29","34,03","16,85","29,72","3,38","63,34","-4,58","0,92","0,13","0,48","13,56%","12,72%","2,11%","3,15","2,44","4,31","4,17","0,16","0,84","1,25","8,26%",R$ 50.375.035.000,R$ 57.681.775.000,R$ 2.322.407.000, 2.518.751.000,R$ 14.925.238.000,R$ 3.915.252.000,R$ 9.673.739.000,R$ 7.306.740.000,R$ 2.366.999.000,Novo Mercado,"0,00%","100,00%",,Consumo Cíclico,Aluguel de carros,09/04/2024,"-1,41%"
leve3,"R$ 30,23","-12,71%","6,22","4,12","26,44%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,96","26,44%","164,56%","15,36%","29,36%","19,00%","21,36%","5,15","5,79","4,48","5,03","1,28","4,05","-3,50","7,33","4,86","1,34","66,25%","30,48%","20,63%","0,62","0,68","0,76","1,04","0,31","0,69","2,01","11,15%",R$ 4.097.343.000,R$ 4.717.360.000,R$ 993.590.000, 135.539.000,R$ 3.188.828.000,R$ 2.019.076.000,R$ 1.035.916.000,R$ 620.017.000,R$ 415.899.000,Novo Mercado,"39,00%","100,00%",R$ 9.915.000,Consumo Cíclico,Automóveis e Motocicletas,14/10/2024,"20,72%"
ligt3,"R$ 6,47","20,71%","-6,51","0,90",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,17",-,-,"-2,61%","17,94%","9,22%","15,01%","5,42","8,82","1,13","1,84","0,10","-0,27","-0,13","7,22","-0,99","0,59","-13,78%","6,61%","-1,53%","3,40","4,29","6,98","4,43","0,11","0,89","0,40","1,18%",R$ 2.410.432.000,R$ 11.548.354.000,R$ 2.688.190.000, 372.555.000,R$ 24.217.635.000,R$ 5.928.497.000,R$ 11.907.272.000,R$ 9.137.922.000,R$ 2.769.350.000,Novo Mercado,"99,81%","100,00%",R$ 3.427.000,Utilidade Pública,Energia Elétrica,14/10/2024,
liqo3,"R$ 1,47","-65,81%",-,-,-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais",,-,,-,-,-,-,,,,,,,,,,,-,-,,,,,,,,,,R$ -,R$ -,R$ -, -,R$ -,R$ -,R$ -,R$ -,R$ -,Nível 1,"0,00%",-,,Financeiro,Holdings Diversificadas,25/10/2022,
ljqq3,"R$ 2,90","-14,23%","12,44","1,00","5,84%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,23","5,84%","72,36%","1,82%","35,00%","5,39%","10,45%","1,37","2,67","2,16","4,20","0,15","0,49","-0,50","2,90","0,23","0,67","8,03%","10,84%","1,21%","-0,36","-0,79","-1,53","1,05","0,15","0,85","1,79","14,05%",R$ 565.710.000,R$ 359.348.000,R$ 566.240.000, 195.072.000,R$ 3.748.129.000,R$ 2.605.664.000,R$ 594.039.000,R$ -206.362.000,R$ 800.401.000,Novo Mercado,"95,63%","100,00%",R$ 14.885.000,Consumo não Cíclico,Produtos Diversos,14/10/2024,"9,91%"
logg3,"R$ 22,29","16,28%","7,68","0,55","3,20%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","10,18","3,20%","24,03%","132,52%","97,59%","172,76%","175,03%","10,97","11,12","5,81","5,89","0,32","3,94","-0,38","40,75","2,90","0,03","7,12%","5,97%","4,12%","0,49","5,16","5,23","0,54","0,58","0,42","1,91","9,65%",R$ 2.065.372.000,R$ 3.898.528.000,R$ 3.775.982.000, 92.659.000,R$ 6.525.853.000,R$ 1.101.140.000,R$ 2.053.337.000,R$ 1.833.156.000,R$ 220.181.000,Novo Mercado,"57,32%","100,00%",R$ 10.775.000,Financeiro,Exploração de Imóveis,14/10/2024,"23,58%"
logn3,"R$ 31,19","-15,38%","163,77","3,56",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,32",-,-,"0,81%","15,92%","12,25%","21,80%","8,57","15,25","6,06","10,78","0,90","15,87","-1,22","8,77","0,19","0,68","2,17%","10,33%","0,55%","1,47","2,51","4,46","1,78","0,25","0,75","1,27","19,16%",R$ 3.339.164.000,R$ 4.721.113.000,R$ 938.454.000, 107.058.000,R$ 3.707.556.000,R$ 978.196.000,R$ 1.674.709.000,R$ 1.381.949.000,R$ 292.760.000,Novo Mercado,"24,26%","100,00%",R$ 594.000,Bens Industriais,Transporte Hidroviário,14/10/2024,"12,86%"
lpsb3,"R$ 1,73","-16,90%","10,46","1,15","2,38%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,45","2,38%","24,57%","13,84%","85,20%","24,52%","35,03%","3,14","4,48","4,13","5,90","0,65","6,09","-0,88","1,51","0,17","0,45","10,98%","13,49%","9,96%","-0,28","-0,99","-1,42",-,"0,57","0,44","1,70","3,64%",R$ 255.269.000,R$ 193.987.000,R$ 222.288.000, 147.554.000,R$ 392.444.000,R$ 101.720.000,R$ -,R$ -61.282.000,R$ 61.282.000,Tradicional,"70,66%","100,00%",R$ 311.000,Financeiro,Intermediação Imobiliária,14/10/2024,
lren3,"R$ 18,91","53,15%","15,78","1,77","3,46%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,32","3,46%","68,96%","8,36%","60,50%","8,13%","16,74%","7,39","15,21","7,89","16,23","0,95","4,11","-2,25","10,71","1,20","0,72","11,19%","9,45%","6,00%","-0,11","-0,50","-1,02","0,12","0,54","0,46","1,66","7,55%",R$ 18.214.622.000,R$ 17.067.740.000,R$ 10.317.141.000, 963.226.000,R$ 19.244.851.000,R$ 11.159.253.000,R$ 1.255.009.000,R$ -1.146.882.000,R$ 2.401.891.000,Novo Mercado,"98,89%","100,00%",R$ 296.276.000,Consumo Cíclico,"Tecidos, Vestuário e Calçados",14/10/2024,"0,98%"
lupa3,"R$ 1,42","-33,02%","1,25","0,44",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,51",-,-,"40,81%","22,61%","-23,14%","-18,09%","-9,82","-7,68","-2,83","-2,21","0,12","2,32","-0,17","3,21","1,13","0,24","35,25%","-10,58%","9,87%","1,09","-6,99","-5,46","1,16","0,28","0,72","1,23","28,42%",R$ 58.427.000,R$ 202.760.000,R$ 132.143.000, 41.145.000,R$ 472.162.000,R$ 136.092.000,R$ 153.514.000,R$ 144.333.000,R$ 9.181.000,Novo Mercado,"82,71%","100,00%",R$ 245.000,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,14/10/2024,
luxm4,"R$ 13,99","-26,37%","18,50","2,28",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,18",-,-,"11,78%","30,47%","17,42%","27,77%","4,26","6,79","7,85","12,52","1,65","-117,53","-1,90","6,14","0,76","0,76","12,32%","11,92%","8,94%","-0,06","-0,20","-0,32","0,01","0,73","0,27","0,90","2,30%",R$ 165.205.000,R$ 157.779.000,R$ 127.589.000, 20.784.000,R$ 175.874.000,R$ 22.533.000,R$ 1.714.000,R$ -7.426.000,R$ 9.140.000,Tradicional,"30,35%",-,R$ 2.000,Bens Industriais,Transporte Hidroviário,01/10/2024,"3,88%"
